transaction_id,sender_account,receiver_account,amount,transaction_type,transaction_channel,transaction_location,transaction_hour,transaction_frequency,average_transaction_amount,account_age_days,previous_transaction_count,previous_suspicious_count,receiver_count,international_transaction,cash_transaction,balance_before,balance_after,label
TXN100723,AC10000093,AC10000117,7227.72,Cash Withdrawal,Mobile Banking,Jaipur,4,2,5548.95,2882,47,0,13,0,1,211491.81,204264.09,0
TXN100724,AC10000410,AC10000184,9897.48,Online Payment,ATM,Nagpur,16,9,13722.97,2745,37,0,4,0,0,496347.51,486450.03,0
TXN100725,AC10000458,AC10000394,21425.49,Online Payment,Mobile Banking,Bengaluru,15,5,13333.98,1379,34,0,7,0,0,214253.65,192828.16,0
TXN100726,AC10000090,AC10000362,6409.17,Transfer,Mobile Banking,Pune,11,4,7224.16,2333,43,0,8,0,0,427193.91,420784.74,0
TXN100727,AC10000418,AC10000116,24031.17,Transfer,Mobile Banking,Kolkata,4,5,27924.81,568,36,0,9,0,0,134217.13,110185.96,0
TXN100728,AC10000115,AC10000162,9654.38,Online Payment,ATM,Kolkata,5,4,45711.91,1863,36,1,1,1,0,179212.17,169557.79,0
TXN100729,AC10000105,AC10000067,10696.75,Transfer,Mobile Banking,Mumbai,19,5,7379.06,2408,56,1,7,0,0,432633.49,421936.74,0
TXN100730,AC10000391,AC10000200,3073.86,Cash Withdrawal,Online,Chennai,22,8,19052.62,2586,41,1,11,0,1,22394.06,19320.2,0
TXN100731,AC10000196,AC10000031,12560.19,Transfer,Online,Jaipur,10,4,6315.15,2928,31,0,7,0,0,140451.88,127891.69,0
TXN100732,AC10000314,AC10000075,15777.65,Transfer,Mobile Banking,Hyderabad,18,5,28326.59,1001,47,0,12,0,0,367483.47,351705.82,0
TXN100733,AC10000114,AC10000237,12965.18,Transfer,Online,Ahmedabad,20,7,27304.24,3054,40,0,14,0,0,273379.8,260414.62,0
TXN100734,AC10000493,AC10000327,7676.75,Transfer,Mobile Banking,Nagpur,5,7,23127.41,1829,44,0,4,0,0,286534.23,278857.48,0
TXN100735,AC10000075,AC10000493,5445.35,Online Payment,Branch,Jaipur,22,7,4088.65,1112,40,2,13,0,0,168889.46,163444.11,0
TXN100736,AC10000413,AC10000066,815.96,Transfer,ATM,Nagpur,9,4,8433.7,2706,42,1,9,0,0,283324.24,282508.28,0
TXN100737,AC10000376,AC10000070,33303.58,Online Payment,Online,Nagpur,14,3,8511.08,2009,44,1,3,0,0,162519.71,129216.13,0
TXN100738,AC10000420,AC10000297,8051.44,Online Payment,Branch,Bengaluru,17,4,8146.41,3068,36,1,9,0,0,38206.61,30155.17,0
TXN100739,AC10000217,AC10000447,7227.52,Transfer,ATM,Mumbai,20,5,28458.85,2907,45,0,6,0,0,11410.69,4183.17,0
TXN100740,AC10000277,AC10000416,5961.3,Cash Withdrawal,Branch,Delhi,6,5,3697.58,3120,40,0,4,0,1,144532.71,138571.41,0
TXN100741,AC10000249,AC10000020,8672.58,Transfer,ATM,Hyderabad,22,4,15459.58,840,39,0,11,0,0,307173.12,298500.54,0
TXN100742,AC10000164,AC10000441,39206.56,Cash Withdrawal,Online,Nagpur,2,2,19465.29,1488,42,1,8,0,1,106048.92,66842.36,0
TXN100743,AC10000394,AC10000226,13227.87,Cash Deposit,Online,Kolkata,23,4,7601.57,113,30,2,2,1,1,341667.75,328439.88,1
TXN100744,AC10000357,AC10000434,8257.26,Transfer,Online,Chennai,15,7,16661.22,2915,40,1,8,0,0,229636.7,221379.44,0
TXN100745,AC10000457,AC10000464,2456.87,Transfer,Online,Pune,12,6,15990.5,262,33,0,14,0,0,320360.59,317903.72,0
TXN100746,AC10000408,AC10000409,1689.03,Cash Withdrawal,Online,Jaipur,16,3,10057.17,2552,28,1,1,0,1,220225.08,218536.05,0
TXN100747,AC10000192,AC10000396,4592.09,Online Payment,Online,Pune,3,5,24320.49,2381,40,0,12,0,0,399680.72,395088.63,0
TXN100748,AC10000227,AC10000199,21774.12,Transfer,Branch,Bengaluru,18,1,8430.63,2991,35,0,12,0,0,46083.35,24309.23,0
TXN100749,AC10000177,AC10000039,18201.98,Cash Deposit,Branch,Hyderabad,3,8,24358.78,1073,31,0,3,1,1,40023.85,21821.87,0
TXN100750,AC10000099,AC10000145,14822.54,Transfer,Online,Pune,11,5,13073.87,486,46,1,12,0,0,478618.47,463795.93,0
TXN100751,AC10000496,AC10000045,8785.05,Online Payment,Branch,Delhi,23,3,9799.6,1504,39,1,3,0,0,158761.26,149976.21,0
TXN100752,AC10000036,AC10000395,14732.12,Transfer,Branch,Bengaluru,3,1,10375.16,3141,37,0,8,0,0,133340.23,118608.11,0
TXN100753,AC10000466,AC10000326,9825.57,Cash Withdrawal,ATM,Kolkata,23,3,4866.41,1583,57,2,7,0,1,351629.5,341803.93,0
TXN100754,AC10000497,AC10000381,30269.23,Transfer,ATM,Delhi,16,2,9483.4,2985,23,0,11,0,0,359546.86,329277.63,0
TXN100755,AC10000487,AC10000407,23686.1,Cash Deposit,ATM,Mumbai,23,4,5786.41,2061,38,1,13,0,1,97018.52,73332.42,1
TXN100756,AC10000096,AC10000091,3524.41,Online Payment,Online,Delhi,17,6,14253.45,2743,46,0,1,1,0,69772.07,66247.66,0
TXN100757,AC10000152,AC10000238,13432.36,Cash Withdrawal,ATM,Ahmedabad,21,3,21547.22,382,31,0,3,0,1,409960.21,396527.85,0
TXN100758,AC10000151,AC10000070,2422.45,Cash Withdrawal,Online,Ahmedabad,5,5,16150.4,2366,44,0,12,0,1,456203.33,453780.88,0
TXN100759,AC10000190,AC10000166,40660.84,Cash Deposit,ATM,Nagpur,18,4,7549.06,2963,33,0,2,0,1,126137.22,85476.38,0
TXN100760,AC10000224,AC10000130,4000.43,Online Payment,Mobile Banking,Delhi,4,4,10098.93,3543,30,2,13,0,0,86458.44,82458.01,0
TXN100761,AC10000037,AC10000214,28126.47,Cash Deposit,ATM,Chennai,1,8,14364.27,2262,40,0,6,0,1,350562.07,322435.6,0
TXN100762,AC10000268,AC10000340,9799.02,Online Payment,Branch,Kolkata,10,5,14865.86,2717,37,1,8,0,0,335337.73,325538.71,0
TXN100763,AC10000369,AC10000089,3570.94,Cash Deposit,Mobile Banking,Mumbai,23,4,34780.08,678,32,0,11,0,1,335976.83,332405.89,0
TXN100764,AC10000183,AC10000335,3485.78,Cash Deposit,Online,Kolkata,23,3,17994.74,1447,59,0,1,0,1,361483.86,357998.08,0
TXN100765,AC10000013,AC10000252,43815.04,Transfer,Mobile Banking,Ahmedabad,12,4,13212.07,1481,52,0,7,0,0,367600.35,323785.31,0
TXN100766,AC10000279,AC10000369,10883.69,Cash Deposit,Online,Jaipur,4,3,12841.02,1746,40,0,7,0,1,391666.55,380782.86,0
TXN100767,AC10000217,AC10000349,10494.49,Transfer,Mobile Banking,Ahmedabad,22,2,9570.82,3256,40,1,7,0,0,37180.92,26686.43,0
TXN100768,AC10000355,AC10000072,1106.56,Online Payment,Online,Bengaluru,7,5,12001.23,622,44,1,13,0,0,485200.71,484094.15,0
TXN100769,AC10000361,AC10000165,41745.11,Cash Withdrawal,Online,Ahmedabad,10,3,19125.17,209,39,0,3,0,1,204741.1,162995.99,0
TXN100770,AC10000286,AC10000049,5373.89,Online Payment,Branch,Bengaluru,3,4,7579.82,881,44,1,2,0,0,187731.94,182358.05,0
TXN100771,AC10000273,AC10000052,12353.42,Transfer,Mobile Banking,Chennai,17,2,15668.4,1245,52,1,13,0,0,126261.21,113907.79,0
TXN100772,AC10000369,AC10000289,2454.85,Transfer,Online,Pune,14,2,11180.26,3283,43,1,1,1,0,116150.93,113696.08,0
TXN100773,AC10000062,AC10000278,15292.22,Online Payment,Mobile Banking,Kolkata,4,3,36651.91,170,39,0,2,0,0,257993.28,242701.06,0
TXN100774,AC10000084,AC10000114,9884.56,Transfer,Branch,Ahmedabad,22,2,14538.99,3260,46,0,4,0,0,258232.32,248347.76,0
TXN100775,AC10000368,AC10000239,14705.96,Cash Deposit,Online,Nagpur,11,4,14848.84,1799,35,0,10,0,1,116457.58,101751.62,0
TXN100776,AC10000217,AC10000133,6616.95,Online Payment,ATM,Chennai,3,1,6878.51,1006,39,0,4,0,0,242019.57,235402.62,0
TXN100777,AC10000342,AC10000487,15837.61,Cash Deposit,ATM,Nagpur,3,5,31084.53,784,39,3,9,0,1,274084.1,258246.49,0
TXN100778,AC10000397,AC10000274,2292.31,Transfer,Online,Pune,19,7,16683.81,2254,39,0,6,0,0,180574.77,178282.46,0
TXN100779,AC10000187,AC10000166,9709.49,Online Payment,Mobile Banking,Ahmedabad,8,6,29127.18,2280,40,0,8,0,0,376693.28,366983.79,0
TXN100780,AC10000019,AC10000374,7993.41,Transfer,Mobile Banking,Kolkata,8,3,10647.23,952,42,0,3,0,0,392872.9,384879.49,0
TXN100781,AC10000177,AC10000373,35033.37,Online Payment,Branch,Nagpur,13,5,11987.21,2602,39,0,6,0,0,88419.37,53386.0,0
TXN100782,AC10000100,AC10000293,7202.38,Transfer,Mobile Banking,Ahmedabad,23,1,4923.57,971,47,0,2,0,0,319084.8,311882.42,0
TXN100783,AC10000396,AC10000478,7045.92,Cash Withdrawal,Online,Nagpur,7,2,39806.51,1559,39,1,8,0,1,342886.87,335840.95,0
TXN100784,AC10000445,AC10000243,7894.15,Transfer,Online,Kolkata,22,3,15256.63,2504,46,1,1,0,0,499105.78,491211.63,0
TXN100785,AC10000233,AC10000479,9832.36,Cash Withdrawal,Mobile Banking,Bengaluru,0,6,40089.71,273,34,0,10,0,1,416251.16,406418.8,0
TXN100786,AC10000403,AC10000320,1933.73,Transfer,Mobile Banking,Bengaluru,23,3,9563.07,901,29,0,3,0,0,439747.57,437813.84,0
TXN100787,AC10000076,AC10000138,7854.25,Online Payment,Online,Jaipur,10,4,16307.21,2964,41,0,13,0,0,382268.83,374414.58,0
TXN100788,AC10000265,AC10000079,7621.11,Cash Deposit,ATM,Kolkata,3,6,22878.66,1409,43,2,10,0,1,272562.24,264941.13,1
TXN100789,AC10000455,AC10000170,2923.07,Transfer,Mobile Banking,Mumbai,16,3,14869.17,2803,46,0,6,0,0,226750.92,223827.85,0
TXN100790,AC10000284,AC10000123,26715.61,Cash Withdrawal,Online,Bengaluru,16,2,9665.89,2038,39,0,11,0,1,208890.68,182175.07,0
TXN100791,AC10000206,AC10000176,24198.67,Cash Deposit,Online,Mumbai,18,2,8814.47,48,28,0,6,0,1,412929.54,388730.87,0
TXN100792,AC10000223,AC10000300,2639.78,Transfer,Branch,Chennai,12,4,9576.89,826,45,0,7,0,0,181018.57,178378.79,0
TXN100793,AC10000384,AC10000082,24311.91,Transfer,Mobile Banking,Delhi,18,4,68078.9,3605,49,0,14,0,0,337256.95,312945.04,0
TXN100794,AC10000052,AC10000087,9168.88,Transfer,Mobile Banking,Kolkata,16,6,8011.95,628,44,0,3,0,0,200352.18,191183.3,0
TXN100795,AC10000339,AC10000225,8511.05,Transfer,Mobile Banking,Ahmedabad,23,2,3299.43,3312,32,3,8,0,0,9011.05,500.0,0
TXN100796,AC10000367,AC10000016,6896.96,Transfer,Online,Chennai,19,3,12293.99,992,59,1,7,0,0,183499.63,176602.67,0
TXN100797,AC10000144,AC10000310,16150.92,Transfer,Branch,Hyderabad,11,4,12193.82,688,38,1,6,0,0,69146.92,52996.0,0
TXN100798,AC10000373,AC10000358,5919.99,Cash Deposit,Online,Nagpur,19,1,9779.16,1066,42,0,8,0,1,19282.79,13362.8,0
TXN100799,AC10000069,AC10000163,4320.71,Cash Deposit,Mobile Banking,Pune,13,6,8015.75,2686,48,0,5,0,1,108619.7,104298.99,0
TXN100800,AC10000099,AC10000098,35390.95,Transfer,ATM,Jaipur,21,3,10043.15,373,45,0,10,0,0,496126.01,460735.06,0
TXN100801,AC10000396,AC10000156,11946.38,Online Payment,Branch,Ahmedabad,8,6,5089.15,2496,37,0,10,0,0,73315.21,61368.83,0
TXN100802,AC10000025,AC10000002,16312.73,Online Payment,Mobile Banking,Hyderabad,11,3,38127.5,3646,42,0,6,0,0,342261.02,325948.29,0
TXN100803,AC10000436,AC10000350,47248.0,Transfer,Online,Mumbai,23,6,14071.68,1610,49,1,6,0,0,488369.86,441121.86,0
TXN100804,AC10000379,AC10000397,12011.34,Transfer,Mobile Banking,Ahmedabad,16,5,12955.61,1614,48,1,3,0,0,287334.04,275322.7,0
TXN100805,AC10000469,AC10000169,13506.39,Online Payment,ATM,Ahmedabad,15,4,23762.87,1136,34,1,2,0,0,451574.84,438068.45,0
TXN100806,AC10000484,AC10000464,16057.25,Cash Deposit,Online,Kolkata,11,3,69849.83,580,45,0,13,0,1,273481.07,257423.82,0
TXN100807,AC10000053,AC10000315,4290.62,Transfer,Online,Kolkata,9,3,9241.91,588,39,2,7,0,0,200845.5,196554.88,0
TXN100808,AC10000151,AC10000325,6602.04,Cash Deposit,Mobile Banking,Ahmedabad,1,5,14647.36,2750,43,0,10,0,1,263075.22,256473.18,0
TXN100809,AC10000144,AC10000375,7694.95,Cash Withdrawal,Mobile Banking,Mumbai,2,4,20209.76,376,48,0,6,0,1,104460.58,96765.63,0
TXN100810,AC10000057,AC10000092,30601.07,Transfer,Online,Bengaluru,4,6,18804.53,2767,48,0,2,0,0,413369.12,382768.05,0
TXN100811,AC10000039,AC10000181,33546.75,Cash Withdrawal,Online,Pune,15,2,21606.89,574,38,0,4,0,1,60309.9,26763.15,0
TXN100812,AC10000109,AC10000231,17047.24,Cash Withdrawal,Mobile Banking,Chennai,20,4,21787.98,718,47,2,3,0,1,37838.07,20790.83,0
TXN100813,AC10000181,AC10000301,15415.82,Cash Deposit,Online,Nagpur,12,2,9185.55,3300,44,4,3,0,1,436468.96,421053.14,0
TXN100814,AC10000042,AC10000148,4532.38,Online Payment,Branch,Nagpur,23,4,26096.15,423,44,0,8,0,0,398800.95,394268.57,0
TXN100815,AC10000186,AC10000280,5300.05,Transfer,Branch,Jaipur,17,5,11157.03,3190,37,1,12,0,0,424810.95,419510.9,0
TXN100816,AC10000423,AC10000189,1377.69,Cash Deposit,Mobile Banking,Pune,1,6,14402.11,3452,33,0,2,0,1,7633.62,6255.93,0
TXN100817,AC10000398,AC10000347,17737.29,Transfer,ATM,Chennai,23,8,17894.95,1737,25,0,14,0,0,141719.71,123982.42,0
TXN100818,AC10000223,AC10000350,7073.5,Transfer,ATM,Jaipur,0,3,7558.35,2858,42,0,7,0,0,114688.26,107614.76,0
TXN100819,AC10000122,AC10000314,2334.66,Transfer,Mobile Banking,Jaipur,8,5,15908.11,3610,34,0,2,0,0,36203.04,33868.38,0
TXN100820,AC10000133,AC10000493,13264.18,Transfer,Online,Chennai,17,1,17960.94,2300,46,0,7,1,0,355399.34,342135.16,0
TXN100821,AC10000163,AC10000411,32814.84,Transfer,Online,Hyderabad,4,4,3505.62,2618,48,2,13,0,0,499157.4,466342.56,1
TXN100822,AC10000215,AC10000410,13340.69,Transfer,Online,Bengaluru,2,2,29843.93,1093,53,0,9,1,0,457337.99,443997.3,0
TXN100823,AC10000221,AC10000128,14046.44,Transfer,Mobile Banking,Hyderabad,4,3,7047.06,3494,41,0,9,0,0,362940.23,348893.79,0
TXN100824,AC10000235,AC10000007,14188.5,Cash Withdrawal,Branch,Bengaluru,11,3,14330.06,252,45,0,11,0,1,19210.23,5021.73,0
TXN100825,AC10000331,AC10000426,35527.87,Transfer,Online,Hyderabad,7,4,32419.57,3514,51,0,4,0,0,352445.86,316917.99,0
TXN100826,AC10000146,AC10000047,14467.48,Cash Withdrawal,Branch,Nagpur,7,2,18355.56,2209,42,1,5,0,1,305296.18,290828.7,0
TXN100827,AC10000239,AC10000053,30597.54,Transfer,ATM,Nagpur,21,2,23597.94,366,60,1,8,0,0,385305.09,354707.55,0
TXN100828,AC10000076,AC10000187,22215.67,Transfer,Mobile Banking,Mumbai,6,4,24692.67,2480,45,0,10,0,0,484581.05,462365.38,0
TXN100829,AC10000009,AC10000038,888.93,Transfer,Online,Chennai,1,2,8714.72,1424,48,0,14,0,0,376975.82,376086.89,0
TXN100830,AC10000074,AC10000453,12034.38,Transfer,Branch,Kolkata,0,3,6115.87,1248,40,0,7,1,0,366396.96,354362.58,0
TXN100831,AC10000442,AC10000471,9239.44,Cash Deposit,Branch,Delhi,23,5,15717.69,2558,42,0,4,0,1,373243.95,364004.51,0
TXN100832,AC10000492,AC10000476,37056.3,Transfer,Online,Bengaluru,0,2,19071.07,3015,53,0,13,1,0,99698.92,62642.62,0
TXN100833,AC10000401,AC10000226,8346.38,Online Payment,Mobile Banking,Nagpur,7,2,24588.28,2447,37,0,2,1,0,91575.85,83229.47,0
TXN100834,AC10000253,AC10000053,4691.36,Online Payment,Online,Jaipur,16,4,19934.28,2543,44,1,2,0,0,464110.05,459418.69,0
TXN100835,AC10000230,AC10000399,80981.28,Transfer,Branch,Ahmedabad,22,3,8717.26,498,35,1,6,0,0,81481.28,500.0,0
TXN100836,AC10000007,AC10000224,12109.53,Cash Withdrawal,Mobile Banking,Pune,4,2,21257.71,1367,35,1,9,0,1,470155.17,458045.64,0
TXN100837,AC10000174,AC10000154,18339.85,Transfer,Branch,Ahmedabad,13,2,3061.37,1909,52,0,2,0,0,198420.16,180080.31,0
TXN100838,AC10000141,AC10000048,3811.98,Cash Deposit,Online,Ahmedabad,7,2,27436.37,1624,39,1,11,0,1,10037.92,6225.94,0
TXN100839,AC10000168,AC10000351,15916.36,Cash Withdrawal,Mobile Banking,Chennai,19,3,6731.72,685,41,1,5,0,1,218518.17,202601.81,0
TXN100840,AC10000170,AC10000147,7644.44,Transfer,Online,Mumbai,17,2,6639.18,923,31,2,3,0,0,319048.55,311404.11,0
TXN100841,AC10000393,AC10000393,3621.53,Transfer,Branch,Delhi,22,5,60478.1,1671,31,0,4,0,0,306300.52,302678.99,0
TXN100842,AC10000434,AC10000064,13567.79,Transfer,Mobile Banking,Pune,6,2,12453.56,601,46,0,12,0,0,109923.11,96355.32,0
TXN100843,AC10000283,AC10000349,12297.8,Transfer,Mobile Banking,Pune,23,5,10164.23,3296,45,0,2,0,0,241005.35,228707.55,0
TXN100844,AC10000122,AC10000182,8355.0,Cash Deposit,Branch,Delhi,13,6,5670.84,942,43,1,13,0,1,272928.19,264573.19,0
TXN100845,AC10000194,AC10000125,5662.86,Transfer,Online,Jaipur,13,4,16000.42,221,40,2,6,0,0,129999.17,124336.31,0
TXN100846,AC10000005,AC10000179,13323.1,Transfer,Mobile Banking,Delhi,5,6,20096.07,2366,43,1,2,0,0,161977.45,148654.35,0
TXN100847,AC10000029,AC10000039,15507.27,Cash Deposit,Online,Chennai,2,2,9550.95,484,41,1,3,0,1,312731.83,297224.56,0
TXN100848,AC10000165,AC10000260,6600.85,Cash Withdrawal,Online,Hyderabad,20,6,2970.72,2852,41,0,9,0,1,248064.47,241463.62,0
TXN100849,AC10000422,AC10000382,25252.24,Transfer,Mobile Banking,Pune,13,4,34543.12,894,34,0,11,0,0,121998.96,96746.72,0
TXN100850,AC10000339,AC10000003,6621.29,Cash Withdrawal,ATM,Chennai,13,4,9945.01,802,33,0,6,0,1,425623.33,419002.04,0
TXN100851,AC10000136,AC10000064,3656.17,Cash Withdrawal,Online,Pune,2,5,9802.06,682,33,0,13,0,1,296138.47,292482.3,0
TXN100852,AC10000496,AC10000029,15779.54,Cash Withdrawal,ATM,Jaipur,9,3,11727.35,1787,35,0,11,0,1,495232.66,479453.12,0
TXN100853,AC10000365,AC10000372,7776.76,Cash Withdrawal,Online,Nagpur,8,4,7110.47,683,42,1,10,0,1,221526.05,213749.29,0
TXN100854,AC10000321,AC10000011,19366.24,Cash Deposit,Online,Kolkata,20,3,27464.86,1124,44,1,6,0,1,277255.75,257889.51,0
TXN100855,AC10000342,AC10000097,530.95,Transfer,Online,Bengaluru,6,5,19242.1,2236,35,0,1,0,0,56074.64,55543.69,0
TXN100856,AC10000500,AC10000358,5705.55,Cash Deposit,Mobile Banking,Nagpur,6,4,16477.41,2849,45,0,5,0,1,166791.73,161086.18,0
TXN100857,AC10000145,AC10000442,4674.59,Online Payment,Mobile Banking,Pune,6,2,53911.72,2955,41,0,7,0,0,456326.57,451651.98,0
TXN100858,AC10000327,AC10000203,17985.62,Cash Deposit,Branch,Mumbai,11,4,7626.28,1613,49,1,11,0,1,351295.02,333309.4,0
TXN100859,AC10000217,AC10000411,5762.03,Transfer,Online,Chennai,3,5,27517.0,92,46,0,14,0,0,37178.43,31416.4,0
TXN100860,AC10000301,AC10000481,1993.59,Transfer,Branch,Delhi,19,1,2827.29,669,38,0,5,0,0,357989.03,355995.44,0
TXN100861,AC10000132,AC10000021,2853.6,Online Payment,ATM,Pune,12,4,18235.16,801,36,0,9,0,0,232440.12,229586.52,0
TXN100862,AC10000292,AC10000039,2100.8,Transfer,ATM,Hyderabad,2,3,52082.28,491,38,1,10,0,0,414492.64,412391.84,0
TXN100863,AC10000070,AC10000223,12740.52,Transfer,Mobile Banking,Ahmedabad,19,4,6065.11,236,47,1,12,0,0,288490.74,275750.22,0
TXN100864,AC10000252,AC10000102,9502.17,Transfer,ATM,Bengaluru,8,2,34935.59,598,42,0,9,1,0,496599.06,487096.89,0
TXN100865,AC10000415,AC10000046,5310.59,Online Payment,Branch,Chennai,20,2,4884.84,3136,37,1,2,1,0,162612.26,157301.67,0
TXN100866,AC10000275,AC10000066,5103.72,Transfer,Mobile Banking,Mumbai,21,5,46326.52,2431,46,1,8,0,0,364645.57,359541.85,0
TXN100867,AC10000445,AC10000091,1188.71,Transfer,ATM,Jaipur,19,4,8895.38,1195,49,0,9,0,0,168055.78,166867.07,0
TXN100868,AC10000364,AC10000164,19210.49,Cash Deposit,ATM,Mumbai,12,6,7415.26,2666,48,0,4,0,1,248725.92,229515.43,0
TXN100869,AC10000182,AC10000459,12529.13,Transfer,ATM,Delhi,0,3,8472.33,2997,36,0,12,0,0,432196.31,419667.18,0
TXN100870,AC10000167,AC10000111,17996.99,Online Payment,Online,Mumbai,22,4,12251.2,3124,45,1,13,0,0,268378.15,250381.16,0
TXN100871,AC10000091,AC10000338,6541.34,Cash Deposit,Branch,Ahmedabad,22,3,10870.9,407,51,1,2,0,1,315684.73,309143.39,0
TXN100872,AC10000202,AC10000123,14865.92,Cash Deposit,Branch,Pune,5,2,11598.55,1490,34,0,9,0,1,389706.47,374840.55,0
TXN100873,AC10000346,AC10000193,10493.25,Online Payment,Online,Delhi,19,4,14737.48,1168,37,0,4,0,0,378374.19,367880.94,0
TXN100874,AC10000019,AC10000447,37080.39,Online Payment,Online,Kolkata,23,2,14022.27,3200,35,1,2,0,0,413086.13,376005.74,0
TXN100875,AC10000039,AC10000099,12353.22,Transfer,Mobile Banking,Ahmedabad,7,3,12048.59,2616,44,1,4,0,0,292534.8,280181.58,0
TXN100876,AC10000126,AC10000291,6055.98,Transfer,ATM,Jaipur,16,4,9001.85,3199,41,0,6,0,0,275554.36,269498.38,0
TXN100877,AC10000451,AC10000159,5858.36,Online Payment,Online,Hyderabad,23,4,15852.76,1563,44,0,5,0,0,444495.29,438636.93,0
TXN100878,AC10000173,AC10000412,11333.59,Transfer,Online,Bengaluru,17,3,15320.31,498,33,0,11,0,0,462406.9,451073.31,0
TXN100879,AC10000141,AC10000103,5279.85,Online Payment,Branch,Mumbai,3,5,14859.55,1829,39,0,6,0,0,69005.46,63725.61,0
TXN100880,AC10000242,AC10000385,2639.84,Online Payment,Online,Ahmedabad,11,2,11986.72,2750,40,0,10,0,0,227646.42,225006.58,0
TXN100881,AC10000220,AC10000281,3917.37,Transfer,Online,Chennai,21,3,7648.66,3065,35,1,8,0,0,32579.88,28662.51,0
TXN100882,AC10000126,AC10000043,5843.72,Online Payment,Mobile Banking,Hyderabad,15,5,12590.89,2168,32,0,12,0,0,71767.65,65923.93,0
TXN100883,AC10000058,AC10000486,24060.73,Transfer,Branch,Kolkata,17,2,10018.97,1838,41,1,9,0,0,142322.0,118261.27,0
TXN100884,AC10000148,AC10000084,3889.91,Cash Deposit,Online,Hyderabad,9,4,3132.58,3031,37,0,8,0,1,160598.71,156708.8,0
TXN100885,AC10000476,AC10000451,7656.06,Transfer,Online,Pune,3,5,22976.09,3209,39,2,8,0,0,300853.41,293197.35,0
TXN100886,AC10000456,AC10000191,7748.69,Online Payment,ATM,Hyderabad,1,5,14207.89,91,42,0,6,0,0,268042.21,260293.52,0
TXN100887,AC10000317,AC10000051,7346.56,Cash Deposit,Online,Kolkata,14,4,11843.07,3179,40,0,13,0,1,31233.82,23887.26,0
TXN100888,AC10000383,AC10000386,46183.78,Cash Deposit,ATM,Chennai,8,3,16877.92,3387,34,0,13,0,1,46683.78,500.0,0
TXN100889,AC10000361,AC10000210,12353.57,Online Payment,Online,Nagpur,14,4,7346.59,3147,44,1,1,0,0,407726.56,395372.99,0
TXN100890,AC10000423,AC10000126,1393.96,Cash Deposit,Online,Nagpur,4,2,29035.84,2203,39,1,3,0,1,57378.1,55984.14,0
TXN100891,AC10000001,AC10000492,1910.97,Transfer,ATM,Jaipur,18,1,26292.13,2478,50,1,13,0,0,86294.68,84383.71,0
TXN100892,AC10000387,AC10000448,13867.27,Online Payment,Mobile Banking,Nagpur,2,5,5637.99,1027,38,2,5,0,0,465947.72,452080.45,0
TXN100893,AC10000461,AC10000458,2584.71,Cash Withdrawal,Online,Delhi,16,3,7955.47,2784,48,1,10,0,1,424819.15,422234.44,0
TXN100894,AC10000348,AC10000069,14405.49,Online Payment,Online,Kolkata,12,2,18610.38,854,39,0,1,0,0,472828.42,458422.93,0
TXN100895,AC10000190,AC10000265,11210.01,Online Payment,Online,Mumbai,23,1,14087.15,2723,39,0,13,0,0,432213.69,421003.68,0
TXN100896,AC10000191,AC10000258,7816.65,Transfer,ATM,Ahmedabad,2,2,11863.23,3285,37,1,1,0,0,434940.41,427123.76,0
TXN100897,AC10000369,AC10000418,5341.47,Transfer,Mobile Banking,Pune,3,4,15970.05,3062,29,1,7,1,0,121307.76,115966.29,0
TXN100898,AC10000409,AC10000188,10980.04,Transfer,ATM,Ahmedabad,17,5,3554.46,2659,32,0,11,0,0,393935.17,382955.13,0
TXN100899,AC10000312,AC10000230,4813.78,Cash Withdrawal,Mobile Banking,Ahmedabad,23,3,6591.24,385,38,1,2,0,1,199249.71,194435.93,0
TXN100900,AC10000417,AC10000189,5955.13,Transfer,Online,Pune,2,3,8114.31,1668,33,0,5,0,0,451935.04,445979.91,0
TXN100901,AC10000422,AC10000415,4574.25,Cash Withdrawal,Mobile Banking,Pune,13,2,19702.83,3457,40,0,14,0,1,243597.64,239023.39,0
TXN100902,AC10000117,AC10000010,16335.91,Transfer,Online,Hyderabad,15,7,2959.07,975,43,0,4,0,0,400758.48,384422.57,0
TXN100903,AC10000134,AC10000114,9078.54,Transfer,Online,Kolkata,11,2,13499.02,1120,37,2,8,0,0,486135.85,477057.31,0
TXN100904,AC10000058,AC10000076,8814.3,Transfer,Online,Chennai,10,3,9393.83,1216,52,0,11,0,0,466044.55,457230.25,0
TXN100905,AC10000044,AC10000164,17036.69,Transfer,Online,Mumbai,1,4,18323.72,2700,34,1,12,0,0,128364.79,111328.1,0
TXN100906,AC10000173,AC10000085,2138.36,Cash Deposit,ATM,Chennai,0,7,20291.22,790,44,0,11,0,1,279595.56,277457.2,0
TXN100907,AC10000160,AC10000049,3371.73,Transfer,ATM,Bengaluru,12,3,36186.45,2480,30,0,1,0,0,167459.85,164088.12,0
TXN100908,AC10000173,AC10000495,4097.15,Transfer,Branch,Jaipur,17,4,5595.64,360,48,1,9,0,0,246775.51,242678.36,0
TXN100909,AC10000317,AC10000326,10044.88,Transfer,Online,Bengaluru,17,2,7035.28,322,40,1,9,0,0,39401.79,29356.91,0
TXN100910,AC10000303,AC10000496,2281.12,Cash Withdrawal,ATM,Jaipur,12,2,12386.27,125,33,2,4,0,1,218308.72,216027.6,0
